IRIS;DEC_PIMP21;DEC_TP6021;DEC_INCERT21;DEC_Q121;DEC_MED21;DEC_Q321;DEC_EQ21;DEC_D121;DEC_D221;DEC_D321;DEC_D421;DEC_D621;DEC_D721;DEC_D821;DEC_D921;DEC_RD21;DEC_S80S2021;DEC_GI21;DEC_PACT21;DEC_PTSA21;DEC_PCHO21;DEC_PBEN21;DEC_PPEN21;DEC_PAUT21;DEC_NOTE21
340280103;33,0;43,0;2;7870;16190;24500;1,03;810;5940;9750;13080;19060;21770;26230;34340;42,4;20,6;0,417;49,7;39,8;4,1;5,8;45,2;5,1;0
340280104;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
340310101;37,0;32,0;1;11720;18430;24930;0,72;5850;10120;13280;15870;20860;23680;26590;33240;5,7;7,4;0,330;63,0;53,6;5,1;4,3;31,3;5,7;0
340310102;48,0;22,0;1;14710;21480;29320;0,68;9320;13350;16400;18940;24430;27570;31660;38070;4,1;5,7;0,314;63,2;53,1;3,8;6,3;30,5;6,3;0
340320101;27,0;63,0;2;2010;9320;20040;1,93;0;660;3400;6270;12610;16980;23740;35370;so;777,1;0,598;60,5;43,7;6,5;10,3;33,1;6,4;0
340320102;21,0;71,0;1;1280;7130;16080;2,08;0;350;2750;4710;9990;13200;18450;27010;so;1694,5;0,587;60,8;46,6;7,3;6,9;34,6;4,6;0
340320103;11,0;87,0;2;240;4660;9940;2,08;0;0;900;3080;6270;8710;11120;15750;so;so;0,587;66,1;51,4;12,1;2,6;32,8;1,1;0
340320104;21,0;65,0;2;1340;7690;17530;2,11;0;230;2730;5560;11110;15840;20850;30970;so;4437,5;0,617;54,1;43,5;5,0;5,6;38,0;7,9;0
340320105;19,0;69,0;1;1120;7780;15910;1,90;0;130;2790;5190;10320;13900;18030;24610;so;9491,4;0,565;56,9;44,6;8,3;4,0;37,6;5,5;0
340320201;26,0;66,0;1;2150;8830;17480;1,74;0;940;3820;6340;12040;15180;20580;26860;so;402,7;0,553;55,9;45,4;6,3;4,2;37,7;6,4;0
340320202;27,0;59,0;1;4630;10630;18730;1,33;330;3520;5550;7770;13960;17230;21050;27640;84,1;30,8;0,477;60,6;49,2;7,0;4,4;35,5;3,9;0
340320203;36,0;43,0;1;7400;16380;25460;1,10;910;5960;9120;12460;19850;23720;28250;38600;42,3;28,7;0,493;58,5;44,3;3,7;10,5;32,7;8,8;0
340320301;24,0;67,0;1;1810;7640;17450;2,05;0;720;3220;5440;10750;15210;20150;27670;so;623,2;0,592;56,1;42,1;5,9;8,1;35,8;8,1;0
340320302;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
340320303;37,0;47,0;1;6130;14770;24910;1,27;700;4270;7620;11080;18290;22560;28040;37280;53,2;41,3;0,527;63,3;49,8;4,2;9,3;24,5;12,2;0
340320401;50,0;24,0;1;14120;22360;34030;0,89;6060;11850;15850;19590;26280;30980;37860;57550;9,5;13,2;0,443;60,0;46,9;2,2;10,9;28,2;11,8;0
340320402;38,0;38,0;1;9740;17440;25520;0,90;3550;7840;10950;14380;20120;23690;27290;33380;9,4;11,7;0,385;64,1;54,1;4,0;6,0;31,7;4,2;0
340320403;43,0;31,0;1;11830;19470;28510;0,86;6370;10420;13380;16350;22540;26280;31360;40830;6,4;15,6;0,533;48,3;38,6;2,7;7,0;25,0;26,7;0
340320404;47,0;30,0;1;12140;19510;28820;0,85;5970;10210;13680;16560;23100;26720;31530;40860;6,9;9,8;0,400;57,8;47,1;3,0;7,7;34,9;7,3;0
340320501;27,0;59,0;1;4120;10900;19560;1,42;0;2600;5340;8250;13990;17520;21710;28530;so;69,5;0,497;60,9;49,0;6,0;5,9;36,2;2,9;0
340320502;35,0;43,0;1;8250;16090;24300;1,00;2310;6600;10180;12930;18570;22140;26330;33110;14,3;15,6;0,423;55,0;43,5;3,8;7,7;41,1;3,9;0
340320503;39,0;41,0;1;8190;16830;26150;1,07;1980;5970;9870;13490;20210;24150;29580;40850;20,6;28,5;0,520;53,3;40,7;3,6;9,0;32,0;14,7;0
340320601;25,0;61,0;2;3870;10300;18570;1,43;0;1870;5070;7080;13390;16790;20030;25470;so;103,7;0,473;57,1;49,6;5,8;1,7;41,0;1,9;0
340320602;31,0;57,0;2;4260;11650;21430;1,47;0;2800;5830;8040;15200;19070;23680;30350;so;58,4;0,484;51,6;43,5;3,9;4,2;44,5;3,9;0
340320603;23,0;67,0;2;3170;7750;17130;1,80;0;1900;4390;5830;11320;15090;19740;26550;so;102,1;0,527;51,4;41,9;5,5;4,0;43,3;5,3;0
340320604;29,0;54,0;1;4940;12010;20710;1,31;170;3390;6210;9430;15560;18960;23230;29950;174,7;53,0;0,511;67,7;57,1;4,3;6,3;27,2;5,1;0
340320701;50,0;21,0;1;15310;22590;30270;0,66;9420;13470;16970;19880;25350;28870;32400;40040;4,2;5,9;0,324;50,8;40,2;2,2;8,4;43,6;5,6;0
340320703;43,0;41,0;1;8570;17140;27110;1,08;2860;6940;10340;13340;20290;24750;29490;39530;13,8;19,3;0,473;62,1;49,9;3,2;9,0;26,2;11,7;0
340320704;44,0;33,0;1;11240;18840;26910;0,83;5160;9250;12720;15920;21120;24680;29040;36960;7,2;9,1;0,375;68,1;59,2;4,3;4,6;26,5;5,4;0
340320705;37,0;37,0;2;10770;17260;23540;0,74;5100;8560;11920;14660;19560;21920;25360;31670;6,2;7,9;0,338;59,8;52,7;4,2;2,9;38,4;1,8;0
340320801;33,0;47,0;2;7680;15130;23210;1,03;2130;6430;9130;11900;18360;21550;25090;30700;14,4;15,5;0,408;44,8;38,8;3,3;2,7;50,8;4,4;0
340320802;47,0;27,0;2;13200;19730;27290;0,71;7340;11690;14920;17630;22570;25380;28830;34310;4,7;5,8;0,305;46,0;37,4;3,1;5,5;51,2;2,8;0
340320803;9,0;83,0;2;2270;5810;11450;1,58;0;1190;3150;4880;7760;9750;12790;19640;so;134,8;0,502;58,1;46,3;9,5;2,3;40,8;1,1;0
340320804;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
340320805;19,0;67,0;2;3480;8700;16430;1,49;280;2550;4380;6590;11560;15060;18250;24730;89,4;38,9;0,482;60,9;49,0;7,2;4,7;38,1;1,0;0
340570101;54,0;24,0;1;14050;22700;32640;0,82;6900;11990;15920;19230;26240;29920;35850;45430;6,6;8,8;0,380;70,8;62,4;4,0;4,4;21,7;7,5;0
340570102;52,0;25,0;1;13850;20790;29440;0,75;6980;11770;15450;18310;23670;27330;31680;39890;5,7;7,2;0,335;79,6;70,1;4,9;4,6;17,4;3,0;0
340570103;70,0;8,0;1;22550;33910;51130;0,84;15190;19930;24780;29460;39220;46620;58520;79020;5,2;10,6;0,488;56,5;42,6;1,6;12,3;23,3;20,2;0
340570104;57,0;21,0;1;15530;23900;36280;0,87;7900;13190;17220;20560;27920;32720;39640;51720;6,5;9,2;0,396;73,9;62,9;3,6;7,4;20,6;5,5;0
340570105;61,0;18,0;1;16880;25430;35110;0,72;8340;14640;18650;22270;28640;32630;38560;49280;5,9;7,3;0,343;72,7;65,0;3,0;4,7;23,2;4,1;0
340570106;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
340570107;68,0;13,0;1;21600;34450;53590;0,93;10840;18720;24180;29000;39870;48280;61140;82270;7,6;10,3;0,425;66,5;52,4;1,9;12,2;20,9;12,6;0
340580101;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;5
340580102;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;5
340580103;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
340770101;69,0;7,0;2;23200;32820;45990;0,69;15980;21360;24630;28960;36710;42270;49710;63360;4,0;5,0;0,312;58,3;51,0;1,9;5,4;34,4;7,3;0
340770102;64,0;15,0;1;18590;27170;38690;0,74;10770;16160;20800;23910;31240;35730;42130;53310;4,9;6,3;0,333;71,4;62,5;2,7;6,2;21,8;6,8;0
340790101;27,0;51,0;1;6540;13570;20300;1,01;1040;5200;7800;10940;16080;19100;21950;27720;26,7;18,8;0,415;63,5;53,0;6,1;4,4;32,7;3,8;0
340790102;45,0;27,0;1;12910;20400;28200;0,75;6170;10880;14720;17620;23520;26720;30190;37080;6,0;8,2;0,350;62,5;53,8;3,5;5,2;31,3;6,2;0
340790103;40,0;33,0;1;10710;18570;26920;0,87;4340;8700;12570;15410;21490;24830;29670;38010;8,8;11,3;0,390;56,8;47,2;3,9;5,7;36,7;6,5;0
340880101;58,0;14,0;1;17610;25020;33200;0,62;11210;15800;18940;22460;27600;31020;35290;43160;3,9;4,8;0,285;69,7;61,6;2,9;5,2;25,5;4,8;0
340880102;46,0;24,0;1;13990;21060;28630;0,70;6960;11460;15670;18600;23550;27000;30920;39190;5,6;6,9;0,326;72,4;63,7;3,2;5,5;22,4;5,2;0
340900101;63,0;12,0;1;18820;26690;35950;0,64;12660;17280;20870;23650;30080;33860;38120;46970;3,7;4,6;0,281;65,3;58,6;2,8;3,9;31,2;3,5;0
340900102;63,0;13,0;2;19260;27850;39910;0,74;12260;16840;20690;24180;32280;37590;43340;52460;4,3;5,3;0,309;60,6;52,8;2,4;5,4;31,8;7,6;0
340900103;61,0;15,0;1;17870;25990;35530;0,68;10720;16240;19600;22650;29340;32990;38470;47840;4,5;5,7;0,316;74,6;66,1;3,3;5,2;20,0;5,4;0
340900104;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
340950101;61,0;11,0;1;18720;26160;35080;0,63;13240;17070;20260;23030;30000;33130;38030;45450;3,4;4,4;0,275;70,2;62,7;2,9;4,6;25,4;4,4;0
340950102;54,0;16,0;1;16880;22970;30810;0,61;10950;15210;18370;20740;25720;28870;33190;41480;3,8;5,2;0,313;64,9;57,0;3,0;4,9;29,4;5,7;0
340950103;57,0;13,0;2;18330;24900;32780;0,58;12520;16510;19730;22510;26950;30510;36130;43600;3,5;4,9;0,290;71,7;60,7;3,4;7,6;24,0;4,3;0
341080101;41,0;25,0;1;13730;20120;26800;0,65;7150;12030;15250;17910;22490;25030;28660;34820;4,9;5,8;0,301;61,7;55,1;3,7;2,9;33,7;4,6;0
341080201;50,0;22,0;1;14880;22070;30550;0,71;8050;12940;16420;18740;24990;28170;33420;40800;5,1;6,9;0,342;58,2;49,9;4,8;3,5;33,6;8,2;0
341080301;57,0;13,0;1;17860;24320;31250;0,55;12010;16350;19190;21850;26650;28920;33040;40130;3,3;4,1;0,263;66,0;56,5;3,2;6,3;30,2;3,8;0
341080302;35,0;38,0;1;9670;17660;25830;0,92;4390;8040;11310;14450;20330;23810;28000;33490;7,6;10,2;0,374;61,8;54,5;3,5;3,8;32,5;5,7;0
341080303;39,0;33,0;2;12020;18000;25240;0,73;4680;9600;13150;15370;20220;22960;27370;35650;7,6;8,9;0,353;69,0;59,6;5,2;4,2;26,0;5,0;0
341080305;49,0;20,0;1;15190;22130;29510;0,65;9610;13610;16690;19230;24450;27730;31520;38370;4,0;5,3;0,299;64,9;56,8;3,2;4,9;30,6;4,5;0
341080307;49,0;18,0;1;16140;22290;28590;0,56;10350;14740;17450;20060;24450;27190;30600;38290;3,7;4,5;0,274;64,6;56,3;3,4;4,9;32,1;3,3;0
341080308;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
341160101;62,0;15,0;1;18400;27350;39130;0,76;10640;16310;20590;24090;31650;36160;43030;53330;5,0;6,9;0,352;63,9;54,1;2,2;7,6;27,8;8,3;0
341160102;50,0;27,0;1;13080;21840;32340;0,88;5260;10880;15110;18630;25480;29740;35310;45840;8,7;12,3;0,410;72,5;61,5;3,0;8,0;19,7;7,8;0
341200101;67,0;8,0;1;21280;28500;37910;0,58;14720;19020;22750;25560;31360;35290;40390;48660;3,3;4,2;0,273;66,2;60,3;1,9;4,0;28,9;4,9;0
341200102;57,0;17,0;1;17290;25710;35530;0,71;10240;15160;19130;22690;28930;32870;38090;46800;4,6;6,1;0,322;76,5;68,3;2,5;5,7;19,2;4,3;0
341230101;61,0;16,0;1;17990;25780;35910;0,70;9740;15990;20050;22870;29710;33520;38960;50520;5,2;6,7;0,346;55,0;44,9;2,1;8,0;36,7;8,3;0
341230102;52,0;26,0;1;13480;21710;30770;0,80;7390;11460;15330;18530;25060;28750;33940;44670;6,0;7,9;0,360;77,2;67,2;4,0;6,0;18,4;4,4;0
341290101;70,0;9,0;1;22440;31040;44580;0,71;14790;20390;24150;27750;35890;41140;48560;61600;4,2;5,7;0,332;56,9;48,0;2,0;6,9;33,6;9,5;0
341290102;65,0;11,0;2;20000;26830;35890;0,59;12500;17940;21120;24020;29470;33650;39130;50000;4,0;4,9;0,298;55,0;48,3;2,2;4,5;39,8;5,2;0
341290103;58,0;13,0;1;18390;24850;33890;0,62;11640;16370;19600;22430;27950;31900;37090;46070;4,0;5,1;0,302;62,5;54,2;2,8;5,5;31,7;5,8;0
341290104;63,0;13,0;2;18830;26340;38210;0,74;12240;17360;20140;22490;30530;35080;41970;55830;4,6;6,2;0,358;71,4;63,5;3,4;4,5;20,1;8,5;0
341290105;63,0;19,0;2;16650;25100;35690;0,76;7700;14140;18690;21920;28830;33020;39380;50800;6,6;8,1;0,372;78,7;66,5;4,2;8,0;15,8;5,5;0
341290107;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
341290108;61,0;20,0;1;15630;23290;32500;0,72;9030;13510;17010;20140;26660;30710;35270;44940;5,0;6,5;0,343;66,3;57,7;3,7;4,9;27,6;6,1;0
341290109;71,0;9,0;1;21390;29860;40820;0,65;14080;19560;23230;26390;33170;38050;45370;62580;4,4;6,2;0,362;61,1;52,6;2,7;5,8;27,6;11,3;0
341420101;20,0;60,0;1;5050;11030;17660;1,14;0;3610;6170;8520;13670;16330;19590;25370;so;45,4;0,455;62,0;49,0;7,2;5,8;33,4;4,6;0
341420102;41,0;34,0;1;9950;18760;26650;0,89;4390;8030;12220;15640;21610;24790;28450;36010;8,2;10,9;0,370;53,9;45,9;2,7;5,3;41,1;5,0;0
341420103;33,0;34,0;1;10980;17840;24440;0,75;4330;9420;12330;15470;20310;22740;25790;32390;7,5;7,7;0,333;63,3;54,2;4,6;4,5;32,7;4,0;0
341450101;29,0;53,0;1;6170;12690;20630;1,14;1470;4720;7610;10290;15470;18590;22520;28910;19,7;19,0;0,430;70,5;59,5;8,0;3,0;25,2;4,3;0
341450102;38,0;38,0;1;9800;17200;25590;0,92;4530;8040;10870;14380;20210;23600;28210;35270;7,8;9,9;0,378;57,2;48,2;3,9;5,1;37,4;5,4;0
341450103;41,0;37,0;1;10400;17900;24390;0,78;5510;8710;11500;15010;20200;22840;26730;33180;6,0;7,8;0,343;68,9;61,8;4,8;2,3;26,4;4,7;0
341450105;48,0;23,0;1;14310;21740;29800;0,71;7780;12750;16140;19080;24410;27880;32310;40350;5,2;6,8;0,341;59,1;50,9;3,5;4,7;32,5;8,4;0
341450106;36,0;40,0;1;9180;16730;24620;0,92;4480;7500;10800;13850;19830;22970;26710;32640;7,3;10,2;0,373;63,6;55,3;4,4;3,9;32,3;4,1;0
341450107;55,0;21,0;2;15670;23830;30990;0,64;8380;13660;17220;20590;26040;29200;34320;41670;5,0;6,6;0,331;70,1;59,5;2,7;7,9;22,6;7,3;0
341450108;52,0;23,0;1;14640;21830;29270;0,67;8310;12660;16180;19320;24820;27590;31200;38380;4,6;6,0;0,310;71,2;63,7;3,5;4,0;24,4;4,4;0
341450109;45,0;29,0;2;12400;19210;27820;0,80;6020;10760;14080;16910;22110;25220;30300;36750;6,1;7,8;0,347;61,8;52,8;4,4;4,6;32,5;5,7;0
341500101;33,0;42,0;1;9200;16170;23700;0,90;2970;7490;10720;13280;18890;22020;26230;35480;11,9;13,9;0,418;50,9;40,6;4,3;6,0;41,4;7,7;0
341500102;49,0;20,0;1;15220;21860;29680;0,66;8950;13590;16530;19600;24990;28090;31480;39010;4,4;6,0;0,318;41,8;33,5;3,1;5,2;50,5;7,7;0
341500103;49,0;23,0;1;14280;21550;29010;0,68;8280;12830;15920;18720;23990;27210;32180;40810;4,9;7,6;0,378;43,3;34,4;3,7;5,2;42,7;14,0;0
341500104;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
341510101;43,0;28,0;1;12340;19640;27150;0,75;6290;10710;14250;17080;22210;25380;29370;35980;5,7;9,4;0,399;64,4;56,4;4,0;4,0;23,0;12,6;0
341510102;52,0;16,0;1;15930;22620;30890;0,66;10520;14560;17140;19970;25430;28950;33300;40820;3,9;5,4;0,320;63,9;54,7;3,9;5,3;29,3;6,8;0
341540101;51,0;20,0;1;15640;22140;30590;0,68;9680;13870;17370;19570;24840;28720;32960;41770;4,3;5,3;0,310;66,8;59,2;4,0;3,6;27,2;6,0;0
341540102;64,0;10,0;1;20080;27100;36060;0,59;13730;18380;21880;24460;30280;33800;39210;48890;3,6;4,9;0,304;63,1;55,2;2,6;5,3;28,9;8,0;0
341540103;63,0;10,0;1;20200;27290;37000;0,62;13850;18620;21710;24340;30130;34080;39650;51150;3,7;6,3;0,374;55,3;48,2;2,3;4,8;25,5;19,2;0
341540104;63,0;10,0;1;19720;26980;35110;0,57;13910;18130;20980;23970;29550;33150;37730;46810;3,4;4,3;0,280;58,2;51,6;2,4;4,2;35,0;6,8;0
341540105;51,0;22,0;1;14850;22940;33440;0,81;7910;13120;16750;19930;26510;30950;37010;48610;6,1;9,8;0,415;55,0;46,5;4,1;4,4;33,2;11,8;0
341540106;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
341540107;63,0;15,0;2;18220;27500;37460;0,70;10020;16130;20660;24210;30490;34670;40340;48950;4,9;6,8;0,346;75,4;67,2;3,2;5,0;13,9;10,7;0
341570101;39,0;34,0;1;11060;18000;25470;0,80;5780;9600;12490;15530;20790;23690;27770;33680;5,8;7,9;0,344;51,8;42,8;4,0;5,0;43,5;4,7;0
341570102;40,0;35,0;1;10360;18280;27910;0,96;4190;8320;12450;15130;21390;25260;29860;36950;8,8;11,8;0,401;45,1;37,8;3,1;4,2;47,5;7,4;0
341570103;52,0;18,0;1;15760;22960;30890;0,66;9410;14180;17430;20060;25550;29140;33380;40940;4,3;5,5;0,311;52,9;44,7;2,9;5,3;39,9;7,2;0
341720101;47,0;25,0;2;13110;23010;35770;0,98;4550;10180;15340;19280;27220;32010;38110;52480;11,5;13,9;0,419;70,4;62,6;2,9;4,9;22,9;6,7;0
341720102;39,0;42,0;1;7900;16560;26550;1,13;1580;6040;9720;13410;20100;24240;29430;42000;26,6;23,1;0,460;74,8;62,6;4,5;7,7;21,5;3,7;0
341720103;39,0;39,0;2;7710;17160;27210;1,14;600;6070;9950;14220;20030;24160;29700;42660;71,1;27,0;0,472;79,1;65,4;4,8;8,9;15,9;5,0;0
341720105;53,0;27,0;2;13040;23890;34230;0,89;4960;11240;15120;19650;27030;30990;37780;48600;9,8;15,0;0,436;68,3;58,1;3,0;7,2;24,9;6,8;0
341720106;36,0;44,0;1;7710;15930;25030;1,09;1730;6040;9240;12900;19200;22790;28190;37980;21,9;22,0;0,461;78,5;67,9;4,5;6,1;16,9;4,6;0
341720108;51,0;29,0;1;11890;20120;29940;0,90;5340;10030;13980;17320;23750;27730;32740;41660;7,8;9,9;0,374;82,3;72,5;3,8;6,0;14,8;2,9;0
341720109;41,0;44,0;1;7580;15650;24110;1,06;1640;6040;9150;12410;18790;22310;26680;34760;21,2;19,6;0,439;79,6;68,9;5,2;5,5;17,6;2,8;0
341720201;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
341720202;67,0;13,0;2;21440;36660;62580;1,12;11030;18600;23860;30260;43480;55890;66860;93500;8,5;12,1;0,449;60,2;42,4;1,8;16,0;24,6;15,2;0
341720203;65,0;17,0;1;18060;28870;42120;0,83;9290;15540;20440;24550;33530;39130;46730;61870;6,7;9,0;0,387;65,5;53,0;2,9;9,6;25,5;9,0;0
341720204;45,0;43,0;1;7170;17010;29710;1,33;940;5630;9250;12730;21880;27040;33550;43270;46,0;30,6;0,475;72,1;60,1;4,1;7,9;24,2;3,7;0
341720301;57,0;19,0;2;16300;25060;39830;0,94;7110;13860;18810;21610;30290;35460;44620;65950;9,3;11,5;0,430;73,5;57,5;3,0;13,0;19,6;6,9;0
341720401;21,0;73,0;1;4260;8380;14360;1,21;530;3230;5190;6630;10490;12910;16210;21800;41,5;23,3;0,451;75,6;65,1;7,6;2,9;22,4;2,0;0
341720402;13,0;79,0;2;3210;6840;12460;1,35;20;2330;3950;5270;8610;11310;14060;17640;735,2;35,4;0,453;62,3;52,0;9,0;1,3;35,7;2,0;0
341720403;11,0;83,0;2;2980;7010;10860;1,12;0;1880;3860;5430;8610;9920;12270;16770;so;54,0;0,445;69,6;57,2;9,6;2,8;29,7;0,7;0
341720404;11,0;85,0;2;3040;6970;10670;1,10;0;2340;3780;5410;8230;9760;11990;16800;so;33,1;0,451;72,1;60,2;9,4;2,5;27,1;0,8;0
341720405;7,0;87,0;2;2910;6150;10310;1,20;0;2010;3650;4900;7190;9090;12120;15170;so;35,7;0,450;72,8;56,8;11,9;4,1;26,0;1,2;0
341720501;22,0;70,0;1;4600;9080;15550;1,21;910;3490;5580;7410;11030;14040;17410;23250;25,5;20,9;0,444;73,4;64,7;6,6;2,1;24,8;1,8;0
341720502;23,0;69,0;2;3850;8670;16850;1,50;40;2750;4960;6800;10630;14270;18980;26630;658,8;41,7;0,491;68,3;58,4;6,5;3,4;29,8;1,9;0
341720503;29,0;59,0;2;5320;10610;19790;1,36;640;3930;6380;8450;13930;17680;22480;29270;45,9;26,5;0,457;70,0;59,1;5,5;5,4;26,7;3,3;0
341720602;32,0;55,0;1;6340;12300;20050;1,11;920;5100;7490;9980;15210;18510;21700;27220;29,5;18,2;0,414;77,7;67,3;7,2;3,2;20,1;2,2;0
341720603;44,0;36,0;1;9420;18120;26760;0,96;3840;7720;11240;15000;21240;24600;28820;34880;9,1;11,2;0,371;69,2;60,7;5,1;3,4;28,1;2,7;0
341720701;37,0;43,0;2;7160;16200;26220;1,18;1370;5810;8810;12150;19790;24060;28950;36840;26,9;21,3;0,446;65,6;54,9;4,2;6,5;30,3;4,1;0
341720702;30,0;58,0;1;5290;10800;19900;1,35;460;4070;6810;8810;14230;17400;22460;29430;64,5;25,1;0,460;69,6;59,9;5,8;3,9;27,2;3,2;0
341720703;33,0;58,0;1;5360;11180;20300;1,34;1550;4280;6550;8730;14380;17820;23350;31040;20,0;21,2;0,461;72,3;62,7;5,8;3,8;24,8;2,9;0
341720704;54,0;22,0;1;15560;23840;36170;0,86;5890;12480;17470;20740;28520;32920;39220;48400;8,2;9,9;0,367;71,0;62,3;3,5;5,2;24,4;4,6;0
341720705;29,0;54,0;1;5310;12260;20740;1,26;10;3590;6550;9140;15760;18900;23150;29450;2290,3;37,2;0,457;75,2;64,1;6,8;4,3;21,1;3,7;0
341720706;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
341720707;22,0;76,0;1;4250;7940;13440;1,16;1040;3430;5030;6440;9650;11860;15160;20490;19,7;17,9;0,438;78,3;66,2;8,5;3,6;19,9;1,8;0
341720801;52,0;26,0;1;13130;21970;30720;0,80;5950;11000;15490;18560;25480;28570;33170;42420;7,1;9,4;0,375;65,5;56,9;3,3;5,3;27,8;6,7;0
341720802;50,0;33,0;1;10620;20130;28440;0,89;4070;8930;12490;16400;22870;26320;30820;41200;10,1;12,9;0,404;71,4;58,3;4,5;8,6;25,1;3,5;0
341720803;48,0;33,0;1;10270;19880;34840;1,24;3190;8350;12240;15970;24590;30570;39660;56040;17,6;19,7;0,467;64,1;52,7;3,6;7,8;27,3;8,6;0
341720901;54,0;22,0;1;15010;23640;34310;0,82;6580;12930;17000;20380;27350;31340;37910;50560;7,7;9,9;0,389;69,3;57,8;3,4;8,1;24,7;6,0;0
341720902;52,0;28,0;1;12380;20860;30740;0,88;5440;10340;14340;17610;24350;28580;33370;43680;8,0;10,1;0,382;67,4;56,6;3,6;7,2;27,4;5,2;0
341721001;47,0;35,0;1;10000;18620;28940;1,02;2970;7750;11740;15210;22310;26560;31830;41950;14,1;15,0;0,417;68,9;58,9;3,8;6,2;26,0;5,1;0
341721002;53,0;21,0;2;15060;23750;34600;0,82;5890;12650;16840;20230;28200;31670;37580;48260;8,2;10,7;0,397;61,5;48,1;2,9;10,5;31,2;7,3;0
341721101;59,0;17,0;2;16560;24840;35970;0,78;9550;14480;18470;21720;29390;34490;38730;49100;5,1;6,7;0,342;65,7;56,6;3,2;5,9;27,0;7,3;0
341721102;57,0;23,0;1;14680;24070;33430;0,78;6170;12470;16720;20410;27430;31270;37020;46120;7,5;9,5;0,372;58,8;49,2;3,3;6,3;34,1;7,1;0
341721103;53,0;25,0;1;13860;21130;28980;0,72;5370;11700;15400;18690;23810;26870;31410;37720;7,0;8,2;0,344;65,5;57,6;4,5;3,4;30,3;4,2;0
341721201;47,0;34,0;1;10660;18620;29010;0,99;4470;9070;12410;15520;22240;26170;31890;40890;9,2;11,1;0,391;63,7;54,1;4,2;5,4;31,2;5,1;0
341721202;49,0;33,0;2;10140;18930;25970;0,84;4680;7990;13050;16140;21700;24490;28180;34790;7,4;9,3;0,345;60,0;53,6;3,7;2,7;37,3;2,7;0
341721203;43,0;37,0;1;9200;17890;25980;0,94;3250;7620;10920;14640;20750;24130;28280;34590;10,6;11,6;0,371;62,4;55,0;4,3;3,1;35,0;2,6;0
341721301;41,0;39,0;1;9230;17170;25810;0,97;2850;7230;10720;13990;20420;23840;28020;35020;12,3;13,7;0,392;68,8;59,9;5,1;3,8;28,5;2,7;0
341721302;48,0;35,0;1;10590;18830;27680;0,91;5070;8800;12250;15510;22200;25600;29930;37190;7,3;9,7;0,370;79,3;68,3;5,3;5,7;18,0;2,7;0
341721303;53,0;23,0;2;14760;21980;29100;0,65;7990;12650;16170;19050;23960;27170;31080;41960;5,3;7,2;0,353;76,3;64,5;4,6;7,2;17,0;6,7;0
341721401;45,0;38,0;1;9510;17320;25360;0,91;3400;7660;11300;14580;20340;23260;27440;33090;9,7;11,5;0,369;84,4;74,9;5,5;4,0;13,8;1,8;0
341721402;13,0;79,0;2;3030;7000;12200;1,31;0;1630;3560;5570;8980;10860;13810;18310;so;77,1;0,468;69,7;59,2;9,0;1,5;29,5;0,8;0
341721501;55,0;25,0;1;13660;22680;34620;0,92;5400;11670;15610;19440;26360;31420;38660;51470;9,5;11,6;0,406;67,5;54,8;3,6;9,1;26,3;6,2;0
341721502;40,0;41,0;1;8900;16080;24510;0,97;3410;6990;10250;13490;18990;22470;26780;33330;9,8;12,0;0,392;73,8;64,7;5,0;4,1;22,8;3,4;0
